url,city,price,title,location,area,bedrooms,bathrooms,property_type,built_in_year,parking_spaces,servant_quarters,store_rooms,kitchens,drawing_rooms,dining_rooms,laundry_rooms,floors,electricity_backup,internet,gas,security,water_supply
https://www.zameen.com/Property/f_7_f-7_3_investor_price_house_available_for_sale_f7-52573056-3309-1.html,islamabad,800000000,Investor Price House Available For Sale F7,"F-7/3, F-7, Islamabad, Islamabad Capital",4 Kanal,10,,House,2025,1,1,,1,Yes,Yes,,,,,,,
https://www.zameen.com/Property/islamabad_f-8_brand_new_house_available_for_sale-53153128-166-1.html,islamabad,400000000,Brand New House Available For Sale,"F-8, Islamabad, Islamabad Capital",1 Kanal,9,,House,2025,5,2,2,2,Yes,Yes,,,,,,,
https://www.zameen.com/Property/islamabad_f-8_demolishable_house_available_for_sale-50149107-166-1.html,islamabad,220000000,Demolishable House Available For Sale,"F-8, Islamabad, Islamabad Capital",1 Kanal,5,5,House,2024,1,1,1,1,Yes,Yes,,,,,,,
https://www.zameen.com/Property/islamabad_f-8_magnificent_10-bed_residence_in_prime_f-8_location_-_cda_transfer-49706464-166-1.html,islamabad,300000000,Magnificent 10-Bed Residence In Prime F-8 Location - CDA Transfer,"F-8, Islamabad, Islamabad Capital",2 Kanal,10,,House,2024,5,2,1,3,Yes,Yes,,,,,,,
https://www.zameen.com/Property/islamabad_bani_gala_5_marla_most_beautiful_house_for_sale-54246913-340-1.html,islamabad,14800000,5 Marla Most Beautiful House For Sale,"Bani Gala, Islamabad, Islamabad Capital",5 Marla,3,4,House,,1,,1,1,Yes,Yes,,,,,,,
https://www.zameen.com/Property/g_14_g-14_4_on_excellent_location-54015945-3346-1.html,islamabad,53000000,On Excellent Location,"G-14/4, G-14, Islamabad, Islamabad Capital",5 Marla,5,6,House,2026,1,,,2,Yes,Yes,,,,,,,
https://www.zameen.com/Property/dha_defence_phase_3_dha_phase_3_-_block_b_beautiful_location_ideal_house_near_masjid_park_and_school-54141558-16227-1.html,islamabad,105000000,Beautiful Location Ideal House Near Masjid Park And School,"DHA Phase 3 - Block B, DHA Defence Phase 3, DHA Defence, Islamabad, Islamabad Capital",1 Kanal,6,7,House,2020,3,1,1,1,Yes,Yes,,,,,,,
https://www.zameen.com/Property/islamabad_e-11_e-11_two_bedroom_apartment_for_sale-52564959-329-1.html,islamabad,15500000,E-11 Two Bedroom Apartment For Sale,"E-11, Islamabad, Islamabad Capital",5.6 Marla,2,2,Flat,,1,1,1,1,Yes,Yes,,,,,,,
https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_elegant_design_brand_new_1_kanal_house_with_swimming_pool-54127799-339-1.html,islamabad,127500000,Elegant Design Brand New 1 Kanal House With Swimming Pool,"DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",1 Kanal,5,6,House,2026,3,1,1,1,Yes,Yes,,,,,,,
https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_house_of_20_marla_available_for_sale_in_dha_defence_phase_2-49186282-339-1.html,islamabad,135000000,House Of 20 Marla Available For Sale In DHA Defence Phase 2,"DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",1 Kanal,6,,House,,Yes,1,Yes,1,Yes,Yes,,,,,,,
https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_new_corner_furnished_house_with_2_separate_entrances-49187077-339-1.html,islamabad,107500000,New Corner Furnished House With 2 Separate Entrances,"DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",1 Kanal,6,6,House,2023,3,2,2,2,Yes,Yes,,,,,,,
https://www.zameen.com/Property/islamabad_f-10_f-10_ultra-luxury_1111_yards_10-bed_prestigious_residence_designed_for_high-profile_families_ample_parking_for_6_suvs_vigoes_price_70_crores-53717731-162-1.html,islamabad,700000000,"F-10: Ultra-Luxury 1111 Yards, 10-Bed, Prestigious Residence, Designed For High-Profile Families, Ample Parking For 6+ SUVS/VIGOES. Price 70 Crores","F-10, Islamabad, Islamabad Capital",2.2 Kanal,10,7,House,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,
https://www.zameen.com/Property/margalla_hills_2_capital_residencia_4_bedroom_unfurnished_apartment_for_sale_in_capital_residencia_e11-50050276-10573-1.html,islamabad,31000000,4 Bedroom Unfurnished Apartment For Sale In Capital Residencia E11,"Capital Residencia, Margalla Hills-2, E-11, Islamabad, Islamabad Capital",10.7 Marla,4,4,Flat,2020,1,1,1,Yes,Yes,Yes,,,,,,,
https://www.zameen.com/Property/d_12_d-12_4_d12_4_luxury_furnished_brand_new_double_storey_house_5_bed_attach_bath-53337440-3157-1.html,islamabad,135000000,D12/4 Luxury Furnished Brand New Double Storey House 5 Bed Attach Bath,"D-12/4, D-12, Islamabad, Islamabad Capital",10 Marla,5,6,House,2025,2,1,1,1,,,,,,,,,
https://www.zameen.com/Property/islamabad_bani_gala_1_5_storey_house-54188082-340-1.html,islamabad,14000000,1.5 Storey House,"Bani Gala, Islamabad, Islamabad Capital",5 Marla,3,2,House,2019,1,1,1,3,Yes,Yes,,,,,,,
https://www.zameen.com/Property/dha_valley_dha_valley_-_lilly_sector_brand_new_5_marla_single_storey_corner_house_dha_phase_7_rawalpindi-53315739-3214-1.html,islamabad,7800000,"Brand New 5 Marla single Storey Corner House DHA Phase 7, Rawalpindi","DHA Valley - Lilly Sector, DHA Valley, DHA Defence, Islamabad, Islamabad Capital",5 Marla,2,2,House,2020,,,1,1,Yes,Yes,,,,,,,
https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_ultra_luxury_corner_house_with_basement_swimming_pool_lift_in_dha_phase_2_islamabad-53818632-339-1.html,islamabad,155000000,"1 Kanal Ultra Luxury Corner House with Basement, Swimming Pool & Lift in DHA Phase 2 Islamabad","DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",1 Kanal,5,6,House,2026,4,1,,1,Yes,Yes,,,,,,,
https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_-_block_f_brand_new_house_for_sale_b-17_block-f_ideal_location_main_double_road-54253970-8527-1.html,islamabad,23000000,"Brand New House For Sale B-17 Block-F, Ideal Location, Main Double Road","MPCHS - Block F, MPCHS - Multi Gardens, B-17, Islamabad, Islamabad Capital",5 Marla,4,5,House,2026,1,1,1,2,Yes,Yes,,,,,,,
https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_brand_new_beautiful_peaceful_location_house_up_for_sale_in_dha2_islamabad-53303421-339-1.html,islamabad,117500000,"1 Kanal Brand New Beautiful, Peaceful Location House Up For Sale In Dha2 Islamabad.","DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",1 Kanal,6,6,House,2025,3,2,1,2,,Yes,,,,,,,
https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_classical_design_1_kanal_brand_new_house_ready_for_sale_in_dha_phase_2_islamabad-54155379-339-1.html,islamabad,155000000,Classical Design 1 Kanal Brand New House Ready For Sale In DHA PHASE 2 Islamabad,"DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",1 Kanal,5,6,House,2026,3,1,1,1,Yes,Yes,,,,,,,
https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_elegant_design_1_kanal_brand_new_house_ready_for_sale_in_dha_phase_2-54123706-339-1.html,islamabad,105000000,Elegant Design 1 Kanal Brand New House Ready For Sale In DHA PHASE 2,"DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",1 Kanal,5,6,House,2025,3,1,1,1,Yes,Yes,,,,,,,
https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_american_design_brand_new_1_kanal_brand_new_house_ready_for_sale_in_dha_phase_2_islamabad-54155090-339-1.html,islamabad,95000000,American Design Brand New 1 Kanal Brand New House Ready For Sale In DHA PHASE 2 Islamabad,"DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",1 Kanal,5,6,House,,2,1,1,1,Yes,Yes,,,,,,,
https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_brand_new_house_on_investor_price_ready_for_sale_in_dha_defence_phase_2_islamabad-54250835-339-1.html,islamabad,95000000,1 Kanal Brand New House on Investor Price Ready For Sale In DHA DEFENCE PHASE 2 Islamabad,"DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",1 Kanal,5,6,House,2026,3,2,1,1,Yes,Yes,,,,,,,
https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_european_design_1_kanal_brand_new_designer_house_ready_for_sale_in_dha_defence_phase_2_islamabad-54246392-339-1.html,islamabad,98000000,European Design 1 Kanal Brand New Designer House Ready For Sale In DHA DEFENCE PHASE 2 Islamabad,"DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",1 Kanal,5,6,House,2026,3,1,1,2,Yes,Yes,,,,,,,
https://www.zameen.com/Property/islamabad_f-8_house_for_sale_with_extra_land-49330955-166-1.html,islamabad,260000000,House For Sale With Extra Land,"F-8, Islamabad, Islamabad Capital",1.3 Kanal,6,6,House,2023,Yes,1,1,2,Yes,Yes,,,,,,,
https://www.zameen.com/Property/islamabad_f-8_luxurious_mansion_for_sale_in_f-8_sector_-_prime_location_exclusive_features-49610246-166-1.html,islamabad,650000000,"Luxurious Mansion For Sale In F-8 Sector - Prime Location, Exclusive Features","F-8, Islamabad, Islamabad Capital",4 Kanal,8,6,House,2016,Yes,1,2,2,Yes,Yes,,,,,,,
https://www.zameen.com/Property/i_10_i-10_2_i_10_2_new_house_25x60_for_sale_real_pics_attached-54201625-3421-1.html,islamabad,52500000,I. 10/2 New house 25x60 for sale Real pics attached,"I-10/2, I-10, Islamabad, Islamabad Capital",6 Marla,4,4,House,2020,2,,,,,,,,,,,,
https://www.zameen.com/Property/bahria_town_bahria_enclave_house_in_bahria_enclave_for_sale-48266498-1705-1.html,islamabad,27500000,House In Bahria Enclave For Sale,"Bahria Enclave, Bahria Town, Islamabad, Islamabad Capital",5 Marla,3,4,House,2024,1,1,1,1,Yes,Yes,,,,,,,
https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_dha_phase_2_one_kanal_house-54221194-339-1.html,islamabad,138500000,DHA Phase 2 One Kanal House,"DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",1 Kanal,5,5,House,2026,3,,,2,,,,,,,,,
https://www.zameen.com/Property/b_17_mpchs_-_multi_gardens_5_marla_twin_houses_at_prime_location_of_b-17_islamabad-54183822-3115-1.html,islamabad,26000000,5 Marla Twin Houses at Prime Location Of B-17 Islamabad,"MPCHS - Multi Gardens, B-17, Islamabad, Islamabad Capital",5 Marla,5,6,House,2026,1,1,2,2,Yes,Yes,,,,,,,
https://www.zameen.com/Property/islamabad_f-11_a_prime_location_1000_square_feet_flat_is_up_for_grabs_in_f-11-53797047-163-1.html,islamabad,17500000,A Prime Location 1000 Square Feet Flat Is Up For Grabs In F-11,"F-11, Islamabad, Islamabad Capital",4.4 Marla,,1,Flat,,1,,,1,Yes,Yes,,,,,,,
https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_semi-furnished_1_kanal_house_for_sale_in_dha_phase_2_islamabad-54250620-339-1.html,islamabad,128000000,Semi-Furnished 1 Kanal House For Sale in DHA Phase 2 Islamabad,"DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",1 Kanal,5,6,House,2025,3,1,1,2,Yes,Yes,,,,,,,
https://www.zameen.com/Property/fechs_jinnah_gardens_brand_new_double_storey_cda_lop_clear_designer_house_in_jinnah_garden_phase_1_islamabad-53885450-1420-1.html,islamabad,67000000,Brand New Double Storey CDA LOP Clear Designer House In Jinnah Garden Phase 1 Islamabad,"Jinnah Gardens, FECHS, Islamabad, Islamabad Capital",14.2 Marla,6,6,House,2026,3,1,1,2,Yes,Yes,,,,,,,
https://www.zameen.com/Property/fechs_jinnah_gardens_brand_new_double_storey_cda_lop_approved_house_in_jinnah_garden_phase_1_islamabad-53959046-1420-1.html,islamabad,36000000,Brand New Double Storey CDA LOP Approved House In Jinnah Garden Phase 1 Islamabad,"Jinnah Gardens, FECHS, Islamabad, Islamabad Capital",7 Marla,5,6,House,2026,2,1,1,2,Yes,Yes,,,,,,,
https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_brand_new_house_for_sale_in_dha_phase_2_islamabad-54189586-339-1.html,islamabad,90000000,1 Kanal Brand New House For Sale in DHA Phase 2 Islamabad,"DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",1 Kanal,5,7,House,2025,2,2,1,2,Yes,Yes,,,,,,,
https://www.zameen.com/Property/islamabad_f-17_8_marla_luxury_new_house_for_sale_multi_f-17_islamabad_all_facility_available_cda_pproved_sector-54070214-335-1.html,islamabad,31500000,8 MARLA LUXURY NEW HOUSE FOR SALE MULTI F-17 ISLAMABAD ALL FACILITY AVAILABLE CDA PPROVED SECTOR,"F-17, Islamabad, Islamabad Capital",8 Marla,5,6,House,2026,2,1,1,2,Yes,Yes,,,,,,,
https://www.zameen.com/Property/dha_valley_oleander_sector_oleander_sector_-_dha_homes_block_a_premium_8_marla_corner_villa_in_oleander_dha_phase_7-53442850-16792-1.html,islamabad,16500000,Premium 8 Marla Corner Villa In Oleander (DHA Phase 7),"Oleander Sector - DHA Homes Block A, DHA Valley - Oleander Sector, DHA Valley, DHA Defence, Islamabad, Islamabad Capital",8 Marla,3,3,House,2023,2,1,1,1,Yes,Yes,,,,,,,
https://www.zameen.com/Property/dha_valley_dha_valley_-_oleander_sector_modern_5_marla_house_with_garden_2_bedrooms_car_porch_ideal_family_home-53442940-3213-1.html,islamabad,7800000,"Modern 5 Marla House with Garden, 2 Bedrooms & Car Porch Ideal Family Home","DHA Valley - Oleander Sector, DHA Valley, DHA Defence, Islamabad, Islamabad Capital",5 Marla,2,2,House,2023,1,1,1,1,Yes,Yes,,,,,,,
https://www.zameen.com/Property/dha_valley_oleander_sector_oleander_sector_-_dha_homes_block_a_main_boulevard_facing_8_marla_double_storey_house_dha_phase_7_rawalpindi-53319762-16792-1.html,islamabad,15600000,"Main Boulevard Facing 8 Marla Double Storey House DHA Phase 7, Rawalpindi","Oleander Sector - DHA Homes Block A, DHA Valley - Oleander Sector, DHA Valley, DHA Defence, Islamabad, Islamabad Capital",8 Marla,3,3,House,2023,2,1,1,1,Yes,Yes,,,,,,,
https://www.zameen.com/Property/dha_valley_dha_valley_-_oleander_sector_beautiful_5_marla_family_house_for_sale_2_beds_tv_lounge_garden_parking-53442968-3213-1.html,islamabad,7900000,"Beautiful 5 Marla Family House for Sale 2 Beds, TV Lounge, Garden, Parking","DHA Valley - Oleander Sector, DHA Valley, DHA Defence, Islamabad, Islamabad Capital",5 Marla,2,2,House,2023,1,1,1,1,Yes,Yes,,,,,,,
https://www.zameen.com/Property/islamabad_h-13_flat_for_sale_situated_in_h-13-52649385-1039-1.html,islamabad,15000000,Flat For Sale Situated In H-13,"H-13, Islamabad, Islamabad Capital",4.7 Marla,2,2,Flat,2025,4,2,2,2,Yes,Yes,,,,,,,
https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_modern_design_double_unit_1_kanal_brand_new_designer_house_ready_for_sale_in_dha_defence_phase_2_islamabad-54247327-339-1.html,islamabad,100000000,Modern Design Double Unit 1 Kanal Brand New Designer House Ready For Sale In DHA DEFENCE PHASE 2 Islamabad,"DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",1 Kanal,6,6,House,2026,4,2,2,2,Yes,Yes,,,,,,,
https://www.zameen.com/Property/islamabad_bani_gala_spanish_house_for_sale-54253860-340-1.html,islamabad,14800000,Spanish House for sale,"Bani Gala, Islamabad, Islamabad Capital",5 Marla,3,4,House,2026,1,,,1,Yes,,,,,,,,
https://www.zameen.com/Property/islamabad_g-11_5_marla_brand_new_spanish_design_luxury_house_is_available_for_sale_in_sector_g-11_islamabad-54203112-168-1.html,islamabad,62500000,"5 Marla Brand New Spanish Design Luxury House Is Available For Sale In Sector G-11 , Islamabad","G-11, Islamabad, Islamabad Capital",5 Marla,4,5,House,2026,2,Yes,Yes,2,Yes,Yes,,,,,,,
https://www.zameen.com/Property/islamabad_pwd_housing_scheme_5_marla_new_house_for_sale_in_dd_block-53795778-424-1.html,islamabad,24900000,5 Marla New House For Sale In DD Block,"PWD Housing Scheme, Islamabad, Islamabad Capital",5 Marla,4,4,House,2026,4,2,1,1,Yes,Yes,,,,,,,
https://www.zameen.com/Property/islamabad_g-13_50_90_proper_1_kanal_awesome_house_for_sale_in_sector_g-13_islamabad_with_all_basic_facilities-49040932-330-1.html,islamabad,170000000,50*90 Proper 1 Kanal Awesome House For Sale In Sector G-13 Islamabad With All Basic Facilities,"G-13, Islamabad, Islamabad Capital",1 Kanal,8,6,House,2024,6,1,1,2,Yes,Yes,,,,,,,
https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_modern_luxury_house_for_sale_in_dha_2_islamabad-53958920-339-1.html,islamabad,127500000,1 Kanal Modern Luxury House For Sale In Dha 2 Islamabad,"DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",1 Kanal,5,6,House,2026,2,2,1,2,Yes,Yes,,,,,,,
https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_brand_new_modern_house_for_sale_in_dha_phase_2_islamabad-54104104-339-1.html,islamabad,129000000,1 Kanal Brand New Modern House For Sale in Dha Phase 2 Islamabad,"DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",1 Kanal,5,,House,2026,2,,2,2,Yes,Yes,,,,,,,
https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_2_kanal_ultra_luxury_house_for_sale_in_dha_phase_2_islamabad-54093999-339-1.html,islamabad,300000000,2 Kanal Ultra Luxury House For Sale in DHA Phase 2 Islamabad,"DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",2 Kanal,7,7,House,2026,5,2,2,2,Yes,Yes,,,,,,,
https://www.zameen.com/Property/islamabad_top_city_1_a_beautiful_park_face_grey_structure_available_for_sale-54151640-1383-1.html,islamabad,50000000,A beautiful park face grey structure available for sale,"Top City 1, Islamabad, Islamabad Capital",1 Kanal,7,6,House,2026,4,2,2,2,Yes,Yes,,,,,,,
https://www.zameen.com/Property/b_17_j7_emporium_ideally_located_three_bedroom_duplex_apartment-53839126-17263-1.html,islamabad,46200000,Ideally Located Three Bedroom Duplex Apartment,"J7 Emporium, B-17, Islamabad, Islamabad Capital",12.4 Marla,3,3,Flat,2028,1,1,1,Yes,Yes,Yes,,,,,,,
https://www.zameen.com/Property/g_13_g-13_4_designer_house_brand_new_for_sale_25_40-53788429-3340-1.html,islamabad,44400000,DESIGNER HOUSE BRAND NEW FOR SALE 25*40,"G-13/4, G-13, Islamabad, Islamabad Capital",4 Marla,5,5,House,2025,Yes,,,,,,,,,,,,
https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_luxurious_1_kanal_pool_house_for_sale-53935354-339-1.html,islamabad,158000000,Luxurious 1 Kanal pool House For Sale,"DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",1 Kanal,5,6,House,2026,4,,2,2,Yes,Yes,,,,,,,
https://www.zameen.com/Property/dha_defence_dha_defence_phase_5_designer_10_marla_house_for_sale_dha_phase_5_islamabad-53792126-10991-1.html,islamabad,78000000,"Designer 10 Marla House For Sale DHA Phase 5,Islamabad","DHA Defence Phase 5, DHA Defence, Islamabad, Islamabad Capital",10 Marla,5,6,House,2026,2,1,2,2,Yes,Yes,,,,,,,
https://www.zameen.com/Property/dha_defence_dha_defence_phase_5_ultra-luxury_2_kanal_fully_furnished_mansion_for_sale_in_dha_islamabad-54250645-10991-1.html,islamabad,195000000,Ultra-Luxury 2 Kanal Fully Furnished Mansion for Sale in DHA Islamabad,"DHA Defence Phase 5, DHA Defence, Islamabad, Islamabad Capital",2 Kanal,6,6,House,2025,6,2,1,2,Yes,Yes,,,,,,,
https://www.zameen.com/Property/g_11_g-11_2_new_modern_double_storey_house_on_70ft_road_near_g11_markaz_double_road_back_with_2_parks_servant_quarter_cda_transfer-53409307-3331-1.html,islamabad,128500000,"New Modern, Double Storey House on 70ft Road, near G11 Markaz , Double Road Back , with 2 parks , Servant quarter. CDA Transfer","G-11/2, G-11, Islamabad, Islamabad Capital",14 Marla,8,7,House,2026,3,1,1,2,Yes,Yes,,,,,,,
https://www.zameen.com/Property/islamabad_faisal_town_-_f-18_30x60_8_marla_modern_house-53056812-8260-1.html,islamabad,35700000,30x60 8 Marla Modern House,"Faisal Town - F-18, Islamabad, Islamabad Capital",8 Marla,5,6,House,,Yes,Yes,Yes,2,Yes,Yes,,,,,,,
https://www.zameen.com/Property/national_police_foundation_o_9_national_police_foundation_o-9_-_block_c_5_marla_house_for_sale_on_best_price-52297252-16427-1.html,islamabad,18000000,5 Marla House For Sale On Best Price,"National Police Foundation O-9 - Block C, National Police Foundation O-9, Islamabad, Islamabad Capital",5 Marla,4,5,House,2019,1,1,1,2,Yes,Yes,,,,,,,
https://www.zameen.com/Property/islamabad_islamabad_expressway_prime_location_studio_furnished_apartment_for_sale-54202617-9014-1.html,islamabad,7200000,Prime Location Studio Furnished Apartment For Sale,"Islamabad Expressway, Islamabad, Islamabad Capital",2.2 Marla,,,Flat,,,,,,,,,,,,,,
https://www.zameen.com/Property/islamabad_f-17_3_bedroom_flat_for_sale_multi_f-17_islamabad_all_facility_available-54252131-335-1.html,islamabad,8100000,3 BEDROOM FLAT FOR SALE MULTI F-17 ISLAMABAD ALL FACILITY AVAILABLE,"F-17, Islamabad, Islamabad Capital",7 Marla,3,3,Flat,2021,2,1,1,Yes,Yes,Yes,,,,,,,
https://www.zameen.com/Property/dha_defence_phase_5_dha_phase_5_-_sector_f_house_for_sale_in_defence_islamabad_capital-54233086-8836-1.html,islamabad,41500000,House For Sale In Defence Islamabad Capital,"DHA Phase 5 - Sector F, DHA Defence Phase 5, DHA Defence, Islamabad, Islamabad Capital",5 Marla,4,5,House,,,,,,Yes,Yes,,,,,,,
https://www.zameen.com/Property/islamabad_h-13_5_marla_triple_storey_house_for_sale-52696774-1039-1.html,islamabad,23000000,5 Marla Triple Storey House For Sale,"H-13, Islamabad, Islamabad Capital",5 Marla,6,7,House,2023,Yes,Yes,Yes,3,Yes,Yes,,,,,,,
https://www.zameen.com/Property/islamabad_h-13_brand_new_house_is_available_for_sale-52725018-1039-1.html,islamabad,13500000,Brand New House Is Available For Sale,"H-13, Islamabad, Islamabad Capital",5 Marla,3,4,House,2015,1,1,,1,Yes,Yes,,,,,,,
https://www.zameen.com/Property/dha_valley_dha_valley_-_lilly_sector_stylish_5_marla_home_for_small_families_functional_layout_modern_finish-53443930-3214-1.html,islamabad,7900000,Stylish 5 Marla Home For Small Families Functional Layout & Modern Finish,"DHA Valley - Lilly Sector, DHA Valley, DHA Defence, Islamabad, Islamabad Capital",5 Marla,2,2,House,2020,1,1,1,1,Yes,Yes,,,,,,,
https://www.zameen.com/Property/dha_valley_dha_valley_-_lilly_sector_elegant_5_marla_house_with_front_garden_2_bedrooms_tv_lounge-53443970-3214-1.html,islamabad,8300000,"Elegant 5 Marla House with Front Garden, 2 Bedrooms & TV Lounge","DHA Valley - Lilly Sector, DHA Valley, DHA Defence, Islamabad, Islamabad Capital",5 Marla,2,2,House,2023,1,1,1,1,Yes,Yes,,,,,,,
https://www.zameen.com/Property/dha_valley_dha_valley_-_oleander_sector_stylish_5_marla_single-unit_house_with_tv_lounge_and_garden-53444146-3213-1.html,islamabad,7800000,Stylish 5 Marla Single-Unit House With TV Lounge And Garden,"DHA Valley - Oleander Sector, DHA Valley, DHA Defence, Islamabad, Islamabad Capital",5 Marla,2,2,House,2023,1,1,1,1,Yes,Yes,,,,,,,
https://www.zameen.com/Property/g_13_g-13_2_30_60_like_that_brand_new_house_for_sale_fgeha_sector_g-13_2_islamabad_nearly_kashmir_highway-54221649-3338-1.html,islamabad,58000000,30*60 Like That Brand New House For Sale FGEHA Sector G-13/2 Islamabad Nearly Kashmir Highway,"G-13/2, G-13, Islamabad, Islamabad Capital",8 Marla,5,6,House,2022,2,1,1,2,Yes,Yes,,,,,,,
https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_luxury_designer_house_for_sale_in_dha_phase_2_islamabad-54090587-339-1.html,islamabad,136000000,1 Kanal Luxury Designer House For Sale in DHA Phase 2 Islamabad,"DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",1 Kanal,5,7,House,2026,2,2,1,1,Yes,Yes,,,,,,,
https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_luxury_house_for_sale_in_dha_phase_2_islamabad-54189374-339-1.html,islamabad,138000000,1 Kanal Luxury House For Sale In DHA Phase 2 Islamabad,"DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",1 Kanal,,,House,2026,2,2,1,2,Yes,Yes,,,,,,,
https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_ultra_luxury_house_for_sale_in_dha_phase_2_islamabad-54189428-339-1.html,islamabad,129500000,1 Kanal Ultra Luxury House For Sale in DHA Phase 2 Islamabad,"DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",1 Kanal,5,7,House,2026,2,2,,2,Yes,Yes,,,,,,,
https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_in_dha_defence_phase_2_1_kanal_house_for_sale-52510497-339-1.html,islamabad,109000000,In DHA Defence Phase 2 1 Kanal House For sale,"DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",1 Kanal,5,6,House,2025,2,2,2,2,Yes,Yes,,,,,,,
https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_dha_2_one_kanal_brand_new_designer_house_south_face_house-52501850-339-1.html,islamabad,145000000,DHA 2 One Kanal Brand New Designer House South Face House,"DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",1 Kanal,5,6,House,2025,3,2,2,2,Yes,Yes,,,,,,,
https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_dha_2_one_kanal_brand_new_luxurious_designer_house_with_swimming_pool-52505438-339-1.html,islamabad,149000000,Dha 2 One Kanal Brand New Luxurious Designer House With Swimming Pool,"DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",1 Kanal,6,6,House,2025,3,2,2,2,Yes,Yes,,,,,,,
https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_dha2_one_kanal_brand_new_double_unit_designer_house-52506772-339-1.html,islamabad,109000000,Dha2 One Kanal Brand New Double Unit Designer House,"DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",1 Kanal,6,6,House,2025,3,2,2,2,Yes,Yes,,,,,,,
https://www.zameen.com/Property/islamabad_faisal_hills_the_residences_by_altaf_development_studio_apartments-54244802-10859-1.html,islamabad,13200000,THE RESIDENCES BY ALTAF DEVELOPMENT STUDIO APARTMENTS,"Faisal Hills, Islamabad, Islamabad Capital",3.5 Marla,,,Flat,,,,,Yes,,,,,,,,,
https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c1_10_marla_elegant_house_available_for_sale_in_sector_c1-54180207-11987-1.html,islamabad,57000000,10 Marla elegant house available for sale in sector c1,"Bahria Enclave - Sector C1, Bahria Enclave, Bahria Town, Islamabad, Islamabad Capital",10 Marla,5,6,House,2026,2,1,2,2,Yes,Yes,,,,,,,
https://www.zameen.com/Property/islamabad_top_city_1_corner_1_kanal_house_for_sale-54183915-1383-1.html,islamabad,80000000,Corner 1 Kanal House For Sale,"Top City 1, Islamabad, Islamabad Capital",1 Kanal,7,7,House,2016,2,1,1,2,Yes,Yes,,,,,,,
